publication_number,speech,vision,nlp,kr,evo,ml,planning,hardware,comments,examiner_id
US-2017032248-A1,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-5822985-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2009275870-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2016052642-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,1
US-5154120-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-6458328-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2012000724-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-6644621-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2016224888-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-5161279-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-5316855-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-8343031-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,Adjusting gain of a medical device to suit a particular patient. (Adaptive control.),1
US-4240208-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2007092646-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-9797361-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-8669993-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2018228294-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-6127625-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2012261029-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-4430819-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-7295032-B2,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,not_AI,,1
US-2013253911-A1,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-5899029-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2008122879-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2017031815-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-4482064-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2004229893-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-5077240-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2012173470-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-2015100947-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-7261304-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2016210551-A1,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-9251730-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-9361576-B2,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-2011073096-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-8436413-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,"analog memory cell is recited, can be used in a neural network, but no NN is recited",1
US-2007216790-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2018129865-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-2016103932-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,1
US-2016284346-A1,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-5495855-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2011016413-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,Essentially extracting / reading a QR code (or bar code).,1
US-4583517-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2015047532-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2018275967-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,1
US-2012268574-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-8461333-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2018238737-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-7649023-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2015112911-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-2015057635-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-9401052-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2003148906-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-5677410-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-9391388-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2016171340-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-8429494-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-6061673-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-2008240046-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2018110502-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-8894761-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2007119962-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,Not quite an adaptive control system (lanning/control category).,1
US-2011072142-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2006215802-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-4749926-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,Adaptive control system.,1
US-2017116985-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,1
US-6915401-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2013143687-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2009320269-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2016050221-A1,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,1
US-2010304943-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2005173946-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2004062597-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-5091154-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2008291787-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2005201729-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2002186481-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-9053430-B2,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,1
US-2015137889-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,Not quite adaptive control.,1
US-2012092738-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2016370681-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,1
US-8000955-B2,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,1
US-6216433-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-4058629-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-7328147-B2,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,1
US-2016313434-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-2010331108-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-6360742-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2018036803-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2015080611-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-9999121-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-8359107-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2016293354-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-6392313-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2006035930-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-5194733-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-8125854-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2009104252-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2014029186-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2015160202-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2007086230-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-5065339-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,1
US-4267079-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2014250039-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-2015012471-A1,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,not_AI,,1
US-6014256-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2014288921-A1,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,"Appears to pertain to NLP of spoken dialog in text form, but not speech recognition.",1
US-2005001735-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-5720263-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2006157243-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2014163961-A1,AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-2016089496-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2006129392-A1,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,1
US-8805892-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-4017141-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-9146455-B2,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2013167071-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2005038282-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2016144047-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-8040273-B2,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,creating spatial images from radar data,1
US-6703842-B2,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,1
US-2014358545-A1,AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,1
US-2015178095-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-4430944-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2017054735-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2014228979-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,1
US-9771844-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-4634283-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,1
US-2008031960-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009140920-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,weak,2
US-2018095880-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2004151082-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6732499-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6194175-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9361606-B2,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,weak,2
US-8501007-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8161820-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016020878-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5680475-A,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-2011085032-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016212555-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2011017764-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015303738-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2011116351-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-8562342-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5809486-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-RE40723-E,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9486125-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4291776-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8630844-B1,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-8190299-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-4959305-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8676734-B2,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2009267432-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2008112329-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2004239504-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7797587-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7816665-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9084132-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9527734-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-10049102-B2,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-8673688-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013071386-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4374362-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6371159-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014368566-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009132253-A1,AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015379398-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-7455190-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7467618-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015058280-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,2
US-5828990-A,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-2010200221-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7731613-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017076196-A1,AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-2005159582-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5715468-A,not_AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,2
US-8594761-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5608491-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018300616-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2013312620-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9714688-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015025339-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,classification not machine learning here,2
US-6709972-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015149154-A1,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013064605-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017256038-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-2007150430-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-6245696-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5007949-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017109645-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,AI,weak hardware,2
US-4172970-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2007162865-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013132327-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009054800-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,Neural networks are actual brain structure here,2
US-2003033199-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-2005099805-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4142782-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009251893-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014330551-A1,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018054451-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,2
US-5971031-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8018367-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016268577-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2008257976-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015358159-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017267201-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016307067-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-7283951-B2,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-9037463-B2,AI,not_AI,AI,not_AI,not_AI,AI,not_AI,not_AI,weak machine learning,2
US-8436048-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2008127220-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2007278541-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8688401-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-4553243-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2018040135-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2011052286-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-9702906-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2008069425-A1,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4443680-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-6111415-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015116908-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8709875-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4445112-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7335380-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017249566-A1,not_AI,not_AI,AI,AI,not_AI,AI,AI,not_AI,,2
US-4925812-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012226291-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016103368-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6100623-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2017364850-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,2
US-2009304476-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2009192976-A1,not_AI,not_AI,not_AI,AI,not_AI,AI,not_AI,not_AI,,2
US-5339090-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,NN not mentioned in claims,2
US-7847225-B2,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,AI,,2
US-2014006006-A1,not_AI,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014169271-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7537749-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8254997-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2008070707-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2014136197-A1,AI,not_AI,AI,AI,not_AI,AI,not_AI,not_AI,,2
US-5692274-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013024410-A1,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,AI,weak control,2
US-2015377232-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-7299307-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2012259679-A1,not_AI,not_AI,not_AI,AI,not_AI,not_AI,AI,not_AI,,2
US-2006236334-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2015025875-A1,not_AI,not_AI,AI,AI,not_AI,not_AI,not_AI,not_AI,,2
US-9606302-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2008104476-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016055237-A1,not_AI,AI,not_AI,not_AI,not_AI,AI,not_AI,not_AI,,2
US-4972457-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2005044209-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,AI,not_AI,,2
US-8480196-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2013174243-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4581984-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5995108-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2007026667-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016061590-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-5467883-A,not_AI,not_AI,not_AI,not_AI,not_AI,AI,AI,not_AI,,2
US-2015013697-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-6375511-B1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8095219-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8879637-B2,not_AI,AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-4493471-A,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2007089640-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-8871898-B2,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
US-2016145799-A1,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,not_AI,,2
